mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur
6	5	9	9	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	46						
6	5	37/4	37/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	47						6
6	5	19/2	19/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	48						6
6	5	39/4	39/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	49						
7	6	11	11	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	50						
7	6	12	12	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	51						7
7	6	49/4	49/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	52						7
7	6	25/2	25/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	53						7
7	6	51/4	51/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	54						
7	6	11	11	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	55						
7	6	45/4	45/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	56						8
7	6	23/2	23/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	57						8
7	6	47/4	47/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	58						
8	7	13	13	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	59						
8	7	53/4	53/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	60						
8	7	27/2	27/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	61		ornamentTrill				
8	7	55/4	55/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	62						
8	7	14	14	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	63						
8	7	57/4	57/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	64						
8	7	29/2	29/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	65		ornamentTrill				
8	7	59/4	59/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	66						
8	7	27/2	27/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	67						
8	7	14	14	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	68						
8	7	29/2	29/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	69						
9	8	15	15	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	70		ornamentTrill				
9	8	31/2	31/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	71						
9	8	63/4	63/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	72						
9	8	16	16	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	73						
9	8	65/4	65/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	74						
9	8	33/2	33/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	75						
9	8	67/4	67/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	76						
9	8	15	15	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	77						
9	8	31/2	31/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	78						
9	8	33/2	33/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	79						
10	9	17	17	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	80						
10	9	18	18	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	81		ornamentTrill				
10	9	75/4	75/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	82						
10	9	151/8	151/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	83						
10	9	17	17	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	84						
10	9	69/4	69/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	85						
10	9	35/2	35/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	86						
10	9	71/4	71/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	87						
10	9	18	18	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	88						
10	9	73/4	73/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	89						
10	9	37/2	37/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	90						
10	9	75/4	75/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	91						
11	10	19	19	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	92						
11	10	79/4	79/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	93						
11	10	20	20	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	94		articStaccatissimoAbove				
11	10	81/4	81/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	95		articStaccatissimoAbove				
11	10	41/2	41/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	96		articStaccatissimoAbove				
11	10	83/4	83/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	97		articStaccatissimoAbove				
11	10	19	19	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	98						
11	10	39/2	39/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	99						
12	11	21	21	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	100						
12	11	22	22	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	101		ornamentTrill				
12	11	91/4	91/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	102						
12	11	183/8	183/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	103						
12	11	21	21	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	104						
12	11	85/4	85/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	105						
12	11	43/2	43/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	106						
12	11	87/4	87/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	107						
12	11	22	22	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	108						
12	11	89/4	89/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	109						
12	11	45/2	45/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	110						
12	11	91/4	91/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	111						
13	12	23	23	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	112						
13	12	95/4	95/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	113						
13	12	24	24	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	114		articStaccatissimoAbove				
13	12	97/4	97/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	115		articStaccatissimoAbove				
13	12	49/2	49/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	116		articStaccatissimoAbove				
13	12	99/4	99/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	117		articStaccatissimoAbove				
13	12	23	23	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	118						
13	12	47/2	47/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	119						
14	13	25	25	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	120						
14	13	101/4	101/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	121						
14	13	51/2	51/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	122						
14	13	51/2	51/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	123						
14	13	103/4	103/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	124						
14	13	26	26	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	125						
14	13	26	26	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	126						
14	13	105/4	105/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	127						
14	13	53/2	53/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	128						
14	13	53/2	53/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	129						
14	13	107/4	107/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	130						
14	13	25	25	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	131						
14	13	53/2	53/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	132						
15	14	27	27	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	133		ornamentTrill				
15	14	55/2	55/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	134						
15	14	27	27	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	135						
15	14	111/4	111/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	136						
15	14	28	28	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	137						
15	14	113/4	113/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	138						
15	14	57/2	57/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	139						
15	14	115/4	115/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	140						
16	15	29	29	0.0	0	0	Dynamic	2/4	1	1	0					p					
16	15	29	29	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	141						
16	15	30	30	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	142						
16	15	30	30	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	143						
16	15	61/2	61/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	144						
16	15	61/2	61/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	145						
16	15	29	29	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	146						
16	15	117/4	117/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	147						
16	15	59/2	59/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	148						
16	15	119/4	119/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	149						
16	15	30	30	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	150						
16	15	121/4	121/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	151						
16	15	61/2	61/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	152						
16	15	123/4	123/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	153						
17	16	31	31	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	154		ornamentTrill				
17	16	127/4	127/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	155						
17	16	32	32	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	156		articStaccatissimoAbove				
17	16	31	31	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	157						
17	16	125/4	125/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	158						
17	16	63/2	63/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	159						
17	16	127/4	127/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	160						
17	16	32	32	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	161						
17	16	129/4	129/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	162						
17	16	65/2	65/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	163						
17	16	131/4	131/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	164						
18	17	33	33	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	165						
18	17	34	34	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	166						
18	17	34	34	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	167						
18	17	69/2	69/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	168						
18	17	69/2	69/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	169						
18	17	33	33	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	170						
18	17	133/4	133/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	171						
18	17	67/2	67/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	172						
18	17	135/4	135/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	173						
18	17	34	34	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	174						
18	17	137/4	137/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	175						
18	17	69/2	69/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	176						
18	17	139/4	139/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	177						
19	18	35	35	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	178		ornamentTrill				
19	18	143/4	143/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	179						
19	18	36	36	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	180						
19	18	35	35	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	181						
19	18	141/4	141/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	182						
19	18	71/2	71/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	183						
19	18	143/4	143/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	184						
19	18	36	36	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	185						
19	18	145/4	145/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	186						
19	18	73/2	73/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	187						
19	18	147/4	147/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	188						
20	19	37	37	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	189						
20	19	38	38	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	190						
20	19	37	37	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	191						
20	19	75/2	75/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	192						
20	19	151/4	151/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	193						
20	19	38	38	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	194						
20	19	77/2	77/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	195						
20	19	155/4	155/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	196						
20	19	37	37	0.0	0	0	Dynamic	2/4	2	1	0					f					
20	19	37	37	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	197						
20	19	149/4	149/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	198						
20	19	75/2	75/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	199						
20	19	151/4	151/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	200						
20	19	38	38	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	201						
20	19	153/4	153/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	202						
20	19	77/2	77/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	203						
20	19	155/4	155/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	204						
21	20	39	39	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	205						
21	20	40	40	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	206						
21	20	163/4	163/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	207						
21	20	39	39	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	208						
21	20	79/2	79/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	209						
21	20	159/4	159/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	210						
21	20	39	39	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	211						
21	20	157/4	157/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	212						
21	20	79/2	79/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	213						
21	20	159/4	159/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	214						
21	20	40	40	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	215						
21	20	161/4	161/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	216						
21	20	81/2	81/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	217						
21	20	163/4	163/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	218						
22	21	41	41	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	219		ornamentTrill				
22	21	83/2	83/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	220						
22	21	167/4	167/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	221						
22	21	42	42	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	222		ornamentTrill				
22	21	171/4	171/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	223						
22	21	343/8	343/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	224						
22	21	41	41	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	225						
22	21	165/4	165/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	226						
22	21	83/2	83/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	227						
22	21	167/4	167/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	228						
22	21	42	42	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	229						
22	21	169/4	169/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	230						
22	21	85/2	85/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	231						
22	21	171/4	171/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	232						
23	22	43	43	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	233						
23	22	177/4	177/4	0.0	5/16	5/16	Dynamic	2/4	1	1	0					p					
23	22	177/4	177/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	234						9
23	22	89/2	89/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	235						9
23	22	179/4	179/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	236						
23	22	43	43	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	237						
23	22	173/4	173/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	238						
23	22	87/2	87/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	239						
23	22	175/4	175/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	240						
23	22	44	44	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	241						
24	23	45	45	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	242						
24	23	46	46	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	243						
24	23	46	46	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	244						
24	23	93/2	93/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	245						
24	23	93/2	93/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	246						
24	23	45	45	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	247						
24	23	181/4	181/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	248						
24	23	91/2	91/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	249						
24	23	183/4	183/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	250						
24	23	46	46	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	251						
24	23	185/4	185/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	252						
24	23	93/2	93/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	253						
24	23	187/4	187/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	254						
25	24	47	47	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	255		ornamentTrill				
25	24	191/4	191/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	256						
25	24	48	48	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	257						
25	24	47	47	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	258						
25	24	189/4	189/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	259						
25	24	95/2	95/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	260						
25	24	191/4	191/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	261						
25	24	48	48	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	262						
25	24	193/4	193/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	263						
25	24	97/2	97/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	264						
25	24	195/4	195/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	265						
26	25	49	49	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	266						
26	25	50	50	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	267						
26	25	50	50	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	268						
26	25	101/2	101/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	269						
26	25	101/2	101/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	270						
26	25	49	49	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	271						
26	25	197/4	197/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	272						
26	25	99/2	99/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	273						
26	25	199/4	199/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	274						
26	25	50	50	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	275						
26	25	201/4	201/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	276						
26	25	101/2	101/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	277						
26	25	203/4	203/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	278						
27	26	51	51	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	279						
27	26	207/4	207/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	280						
27	26	52	52	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	281						
27	26	51	51	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	282						
